input_class,cluster_in_layer1,cluster_in_layer2,cluster_in_layer3,cluster_in_layer4,cluster_in_layer5,cluster_in_layer6,output_class
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,4,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,4,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,3,0,3,3,4,1
3,3,3,4,3,3,4,1
3,2,0,0,3,3,4,1
3,2,0,0,2,2,4,1
3,3,0,0,2,2,4,1
3,3,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,3,0,0,3,3,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,4,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,2,4,3,0,0,1,1
3,2,4,3,0,0,1,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,4,0,2,2,4,1
3,2,4,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,3,4,3,3,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,3,4,3,3,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,0,0,2,2,4,1
3,2,0,0,3,3,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,2,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,4,1
3,3,0,0,3,2,4,1
3,3,3,4,3,3,4,1
3,3,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,0,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,3,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,1
3,0,0,0,2,2,4,1
3,2,4,3,0,0,1,1
3,2,4,3,0,0,1,1
3,2,4,3,0,0,1,1
3,3,0,0,2,2,4,1
3,2,4,3,0,0,1,1
3,2,4,3,0,0,1,1
3,2,4,0,2,2,4,1
3,2,4,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,4,3,0,0,1,1
3,2,4,0,2,2,4,1
3,2,4,0,2,2,4,1
3,2,4,3,0,0,1,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,0,3,4,3,3,3,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,2,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,0,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,3,3,0,3,2,4,1
3,2,0,0,2,2,4,1
3,3,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,0,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,4,1
3,2,0,0,2,2,4,1
3,2,0,0,2,2,4,1
3,3,0,0,3,3,4,1
3,2,0,0,2,2,4,1
3,3,3,4,3,3,3,0
3,0,0,4,3,3,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
3,3,3,4,3,3,4,1
3,3,3,4,3,3,3,0
3,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,3,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,4,2,1,1,1,2,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,2,1,1,1,2,0
4,2,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,4,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,3,4,3,3,4,1
4,2,3,4,3,3,3,0
4,3,2,1,1,1,2,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,3,3,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,0,0,4,3,3,4,1
4,4,2,1,1,1,2,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,2,1,1,1,2,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,4,3,3,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,3,3,4,1
4,0,3,4,3,3,3,1
4,0,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,4,0,2,2,4,1
4,0,3,4,3,3,3,0
4,0,0,0,3,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,4,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,2,1,1,1,2,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,2,4,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,3,3,4,1
4,2,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,4,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,4,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,0,0,0,3,2,4,1
4,0,0,0,2,2,4,1
4,2,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,2,4,0,2,2,4,1
4,2,4,3,0,0,1,1
4,3,3,4,3,3,3,0
4,2,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,3,4,3,3,4,1
4,0,0,0,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,3,3,4,1
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,4,3,3,4,1
4,3,2,1,1,1,2,0
4,0,0,0,3,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,2,0,0,2,2,4,1
4,3,2,1,1,1,2,0
4,2,0,0,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,3,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,1,1,2,4,4,0,0
4,2,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,3,4,3,3,3,1
4,0,0,0,2,2,4,1
4,0,3,4,3,3,4,1
4,2,4,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,2,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,2,0,0,3,3,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,0,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,2,0,0,2,2,4,1
4,2,3,4,3,3,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,3,4,3,3,4,1
4,0,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,2,4,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,3,2,4,1
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,0,0,0,2,2,4,1
4,2,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,0,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,2,4,0,2,2,4,1
4,0,3,4,3,3,4,1
4,2,0,0,2,2,4,1
4,0,0,0,3,3,4,1
4,0,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,4,0,2,2,4,1
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,2,1,1,1,2,0
4,3,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,4,2,1,1,1,2,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,4,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,3,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,3,3,4,1
4,4,3,4,3,3,3,0
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,0,0,4,3,3,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,0,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,3,4,3,3,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,3,3,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,4,2,1,1,1,2,0
4,0,0,0,2,2,4,1
4,0,3,4,3,3,4,1
4,0,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,0,0,0,2,2,4,1
4,2,0,0,2,2,4,1
4,3,3,4,3,3,3,0
4,2,0,0,2,2,4,1
4,0,0,0,2,2,4,1
4,0,0,0,2,2,4,1
